"Step","Asterix-v4__my_baseline_intrinsic__1__1667739569 - charts/mean_episodic_return","Asterix-v4__my_baseline_intrinsic__1__1667739569 - charts/mean_episodic_return__MIN","Asterix-v4__my_baseline_intrinsic__1__1667739569 - charts/mean_episodic_return__MAX","Asterix-v4__my_baseline_intrinsic__1__1667738893 - charts/mean_episodic_return","Asterix-v4__my_baseline_intrinsic__1__1667738893 - charts/mean_episodic_return__MIN","Asterix-v4__my_baseline_intrinsic__1__1667738893 - charts/mean_episodic_return__MAX","Asterix-v4__state_of_art_intrinsic__1__1667413456 - charts/mean_episodic_return","Asterix-v4__state_of_art_intrinsic__1__1667413456 - charts/mean_episodic_return__MIN","Asterix-v4__state_of_art_intrinsic__1__1667413456 - charts/mean_episodic_return__MAX","Asterix-v4__state_of_art_intrinsic__1__1666563907 - charts/mean_episodic_return","Asterix-v4__state_of_art_intrinsic__1__1666563907 - charts/mean_episodic_return__MIN","Asterix-v4__state_of_art_intrinsic__1__1666563907 - charts/mean_episodic_return__MAX","Asterix-v4__state_of_art_intrinsic__1__1666563380 - charts/mean_episodic_return","Asterix-v4__state_of_art_intrinsic__1__1666563380 - charts/mean_episodic_return__MIN","Asterix-v4__state_of_art_intrinsic__1__1666563380 - charts/mean_episodic_return__MAX","Asterix-v4__my_baseline_intrinsic__1__1666207129 - charts/mean_episodic_return","Asterix-v4__my_baseline_intrinsic__1__1666207129 - charts/mean_episodic_return__MIN","Asterix-v4__my_baseline_intrinsic__1__1666207129 - charts/mean_episodic_return__MAX"
"12601088","","","","","","","","","","450","450","450","","","","","",""
"12601904","","","","","","","250","250","250","","","","","","","","",""
"12602496","","","","","","","","","","200","200","200","","","","","",""
"12602592","","","","","","","50","50","50","","","","","","","","",""
"12602640","","","","","","","300","300","300","","","","","","","","",""
"12603136","","","","","","","","","","250","250","250","","","","","",""
"12603184","","","","","","","100","100","100","","","","","","","","",""
"12603632","","","","","","","100","100","100","","","","","","","","",""
"12604160","","","","","","","","","","166.6666717529297","166.6666717529297","166.6666717529297","","","","","",""
"12605696","","","","","","","","","","350","350","350","","","","","",""
"12605920","","","","","","","250","250","250","","","","","","","","",""
"12606720","","","","","","","","","","225","225","225","","","","","",""
"12606848","","","","","","","","","","250","250","250","","","","","",""
"12608128","","","","","","","","","","50","50","50","","","","","",""
"12609536","","","","","","","","","","550","550","550","","","","","",""
"12609792","","","","","","","","","","150","150","150","","","","","",""
"12610240","","","","","","","50","50","50","","","","","","","","",""
"12610560","","","","","","","","","","300","300","300","","","","","",""
"12610688","","","","","","","","","","333.3333435058594","333.3333435058594","333.3333435058594","","","","","",""
"12611712","","","","","","","","","","275","275","275","","","","","",""
"12611792","","","","","","","700","700","700","","","","","","","","",""
"12614096","","","","","","","300","300","300","","","","","","","","",""
"12614352","","","","","","","150","150","150","","","","","","","","",""
"12614400","","","","","","","","","","175","175","175","","","","","",""
"12614544","","","","","","","150","150","150","","","","","","","","",""
"12614880","","","","","","","450","450","450","","","","","","","","",""
"12614912","","","","","","","","","","250","250","250","","","","","",""
"12616960","","","","","","","","","","300","300","300","","","","","",""
"12617472","","","","","","","","","","100","100","100","","","","","",""
"12618256","","","","","","","100","100","100","","","","","","","","",""
"12618496","","","","","","","","","","100","100","100","","","","","",""
"12619008","","","","","","","","","","200","200","200","","","","","",""
"12619392","","","","","","","","","","200","200","200","","","","","",""
"12620384","","","","","","","100","100","100","","","","","","","","",""
"12622464","","","","","","","","","","250","250","250","","","","","",""
"12623104","","","","","","","","","","100","100","100","","","","","",""
"12623520","","","","","","","100","100","100","","","","","","","","",""
"12623840","","","","","","","450","450","450","","","","","","","","",""
"12623984","","","","","","","300","300","300","","","","","","","","",""
"12624768","","","","","","","250","250","250","","","","","","","","",""
"12624896","","","","","","","","","","100","100","100","","","","","",""
"12626176","","","","","","","300","300","300","","","","","","","","",""
"12626464","","","","","","","150","150","150","","","","","","","","",""
"12627072","","","","","","","","","","225","225","225","","","","","",""
"12627312","","","","","","","250","250","250","","","","","","","","",""
"12627584","","","","","","","","","","133.3333282470703","133.3333282470703","133.3333282470703","","","","","",""
"12627712","","","","","","","","","","350","350","350","","","","","",""
"12627840","","","","","","","","","","100","100","100","","","","","",""
"12628096","","","","","","","","","","","","","","","","300","300","300"
"12628608","","","","","","","100","100","100","","","","","","","","",""
"12628736","","","","","","","","","","125","125","125","","","","","",""
"12629504","","","","","","","","","","","","","","","","250","250","250"
"12629904","","","","","","","250","250","250","","","","","","","","",""
"12630528","","","","","","","","","","350","350","350","","","","","",""
"12630848","","","","","","","200","200","200","","","","","","","","",""
"12631504","","","","","","","450","450","450","","","","","","","","",""
"12631552","","","","","","","","","","175","175","175","","","","","",""
"12631808","","","","","","","","","","125","125","125","","","","","",""
"12632416","","","","","","","150","150","150","","","","","","","","",""
"12632704","","","","","","","","","","","","","","","","300","300","300"
"12633040","","","","","","","250","250","250","","","","","","","","",""
"12633088","","","","","","","","","","200","200","200","","","","","",""
"12634112","","","","","","","","","","375","375","375","","","","","",""
"12634496","","","","","","","","","","600","600","600","","","","","",""
"12635056","","","","","","","150","150","150","","","","","","","","",""
"12635072","","","","","","","150","150","150","","","","","","","","",""
"12635088","","","","","","","250","250","250","","","","","","","","",""
"12635136","","","","","","","","","","150","150","150","","","","","",""
"12635424","","","","","","","400","400","400","","","","","","","","",""
"12635840","","","","","","","150","150","150","","","","","","","","",""
"12636032","","","","","","","","","","300","300","300","","","","","",""
"12637440","","","","","","","","","","175","175","175","","","","","",""
"12637648","","","","","","","525","525","525","","","","","","","","",""
"12638464","","","","","","","","","","500","500","500","","","","","",""
"12638688","","","","","","","400","400","400","","","","","","","","",""
"12639232","","","","","","","","","","333.3333435058594","333.3333435058594","333.3333435058594","","","","","",""
"12641664","","","","","","","","","","250","250","250","","","","","",""
"12642048","","","","","","","225","225","225","","","","","","","700","700","700"
"12642816","","","","","","","","","","333.3333435058594","333.3333435058594","333.3333435058594","","","","","",""
"12643840","","","","","","","","","","250","250","250","","","","","",""
"12644352","","","","","","","","","","325","325","325","","","","","",""
"12646016","","","","","","","","","","200","200","200","","","","","",""
"12646736","","","","","","","350","350","350","","","","","","","","",""
"12646912","","","","","","","","","","387.5","387.5","387.5","","","","","",""
"12647296","","","","","","","","","","233.3333282470703","233.3333282470703","233.3333282470703","","","","","",""
"12647808","","","","","","","","","","133.3333282470703","133.3333282470703","133.3333282470703","","","","","",""
"12648832","","","","","","","","","","525","525","525","","","","","",""
"12648896","","","","","","","200","200","200","","","","","","","","",""
"12649392","","","","","","","400","400","400","","","","","","","","",""
"12650976","","","","","","","350","350","350","","","","","","","","",""
"12651136","","","","","","","350","350","350","","","","","","","","",""
"12651264","","","","","","","350","350","350","","","","","","","","",""
"12652032","","","","","","","","","","150","150","150","","","","","",""
"12652288","","","","","","","","","","300","300","300","","","","","",""
"12652368","","","","","","","200","200","200","","","","","","","","",""
"12652672","","","","","","","150","150","150","","","","","","","","",""
"12653952","","","","","","","","","","","","","","","","700","700","700"
"12654336","","","","","","","","","","250","250","250","","","","","",""
"12654592","","","","","","","","","","200","200","200","","","","","",""
"12654832","","","","","","","100","100","100","","","","","","","","",""
"12654976","","","","","","","","","","125","125","125","","","","","",""
"12655488","","","","","","","","","","375","375","375","","","","","",""
"12656128","","","","","","","","","","125","125","125","","","","","",""
"12656640","","","","","","","","","","","","","","","","350","350","350"
"12656768","","","","","","","","","","","","","","","","250","250","250"
"12657280","","","","","","","250","250","250","","","","","","","","",""
"12657664","","","","","","","","","","","","","","","","650","650","650"
"12658224","","","","","","","450","450","450","","","","","","","","",""
"12660736","","","","","","","","","","200","200","200","","","","","",""
"12661248","","","","","","","250","250","250","350","350","350","","","","","",""
"12662016","","","","","","","","","","50","50","50","","","","","",""
"12662144","","","","","","","","","","","","","","","","350","350","350"
"12662224","","","","","","","0","0","0","","","","","","","","",""
"12662304","","","","","","","200","200","200","","","","","","","","",""
"12662912","","","","","","","","","","50","50","50","","","","","",""
"12663040","","","","","","","","","","350","350","350","","","","","",""
"12663424","","","","","","","","","","","","","","","","300","300","300"
"12664192","","","","","","","","","","","","","","","","700","700","700"
"12664448","","","","","","","","","","","","","","","","250","250","250"
"12664736","","","","","","","250","250","250","","","","","","","","",""
"12665600","","","","","","","550","550","550","","","","","","","","",""
"12666016","","","","","","","350","350","350","","","","","","","","",""
"12666272","","","","","","","250","250","250","","","","","","","","",""
"12666432","","","","","","","200","200","200","","","","","","","","",""
"12666448","","","","","","","350","350","350","","","","","","","","",""
"12666752","","","","","","","","","","250","250","250","","","","","",""
"12667008","","","","","","","","","","550","550","550","","","","","",""
"12667392","","","","","","","","","","300","300","300","","","","","",""
"12668160","","","","","","","350","350","350","","","","","","","","",""
"12669440","","","","","","","","","","325","325","325","","","","","",""
"12670080","","","","","","","","","","250","250","250","","","","","",""
"12670160","","","","","","","500","500","500","","","","","","","","",""
"12670592","","","","","","","","","","","","","","","","700","700","700"
"12671104","","","","","","","150","150","150","","","","","","","","",""
"12671264","","","","","","","200","200","200","","","","","","","","",""
"12672256","","","","","","","","","","150","150","150","","","","","",""
"12672464","","","","","","","200","200","200","","","","","","","","",""
"12673920","","","","","","","500","500","500","150","150","150","","","","","",""
"12674048","","","","","","","","","","100","100","100","","","","","",""
"12674176","","","","","","","550","550","550","","","","","","","","",""
"12674304","","","","","","","","","","150","150","150","","","","","",""
"12674416","","","","","","","150","150","150","","","","","","","","",""
"12675280","","","","","","","250","250","250","","","","","","","","",""
"12676016","","","","","","","50","50","50","","","","","","","","",""
"12676272","","","","","","","150","150","150","","","","","","","","",""
"12681216","","","","","","","","","","300","300","300","","","","","",""
"12681984","","","","","","","","","","300","300","300","","","","","",""
"12683776","","","","","","","","","","150","150","150","","","","","",""
"12683984","","","","","","","325","325","325","","","","","","","","",""
"12684672","","","","","","","","","","100","100","100","","","","","",""
"12684704","","","","","","","100","100","100","","","","","","","","",""
"12685312","","","","","","","","","","325","325","325","","","","","",""
"12685488","","","","","","","100","100","100","","","","","","","","",""
"12685552","","","","","","","400","400","400","","","","","","","","",""
"12686976","","","","","","","","","","200","200","200","","","","","",""
"12687184","","","","","","","200","200","200","","","","","","","","",""
"12688016","","","","","","","200","200","200","","","","","","","","",""
"12688304","","","","","","","250","250","250","","","","","","","","",""
"12688576","","","","","","","600","600","600","","","","","","","","",""
"12688640","","","","","","","","","","450","450","450","","","","","",""
"12689152","","","","","","","","","","50","50","50","","","","","",""
"12689232","","","","","","","400","400","400","","","","","","","","",""
"12689248","","","","","","","650","650","650","","","","","","","","",""
"12689264","","","","","","","100","100","100","","","","","","","","",""
"12689664","","","","","","","","","","225","225","225","","","","","",""
"12689792","","","","","","","","","","237.5","237.5","237.5","","","","","",""
"12689920","","","","","","","","","","400","400","400","","","","","",""
"12690432","","","","","","","","","","266.6666564941406","266.6666564941406","266.6666564941406","","","","","",""
"12691168","","","","","","","50","50","50","","","","","","","","",""
"12691408","","","","","","","650","650","650","","","","","","","","",""
"12691712","","","","","","","","","","","","","","","","300","300","300"
"12691968","","","","","","","","","","300","300","300","","","","","",""
"12692224","","","","","","","","","","350","350","350","","","","","",""
"12692352","","","","","","","","","","100","100","100","","","","","",""
"12692736","","","","","","","","","","100","100","100","","","","","",""
"12693248","","","","","","","","","","150","150","150","","","","","",""
"12693456","","","","","","","200","200","200","","","","","","","","",""
"12693472","","","","","","","150","150","150","","","","","","","","",""
"12693632","","","","","","","","","","550","550","550","","","","","",""
"12695040","","","","","","","","","","100","100","100","","","","","",""
"12695840","","","","","","","150","150","150","","","","","","","","",""
"12696784","","","","","","","100","100","100","","","","","","","","",""
"12697344","","","","","","","","","","212.5","212.5","212.5","","","","","",""
"12698368","","","","","","","","","","250","250","250","","","","","",""
"12698880","","","","","","","","","","216.6666717529297","216.6666717529297","216.6666717529297","","","","","",""
"12699200","","","","","","","350","350","350","","","","","","","","",""
"12699248","","","","","","","0","0","0","","","","","","","","",""
"12700672","","","","","","","200","200","200","","","","","","","","",""
"12701648","","","","","","","350","350","350","","","","","","","","",""
"12702416","","","","","","","350","350","350","","","","","","","","",""
"12702592","","","","","","","","","","","","","","","","300","300","300"
"12703472","","","","","","","275","275","275","","","","","","","","",""
"12703488","","","","","","","","","","75","75","75","","","","","",""
"12703936","","","","","","","150","150","150","","","","","","","","",""
"12704736","","","","","","","150","150","150","","","","","","","","",""
"12705136","","","","","","","50","50","50","","","","","","","","",""
"12705280","","","","","","","","","","150","150","150","","","","","",""
"12705792","","","","","","","","","","150","150","150","","","","","",""
"12705952","","","","","","","50","50","50","","","","","","","","",""
"12706560","","","","","","","","","","280","280","280","","","","","",""
"12706960","","","","","","","200","200","200","","","","","","","","",""
"12707328","","","","","","","","","","250","250","250","","","","","",""
"12708032","","","","","","","100","100","100","","","","","","","","",""
"12708096","","","","","","","","","","150","150","150","","","","","",""
"12708480","","","","","","","","","","","","","","","","550","550","550"
"12708736","","","","","","","","","","450","450","450","","","","","",""
"12709968","","","","","","","100","100","100","","","","","","","","",""
"12710512","","","","","","","350","350","350","","","","","","","","",""
"12710528","","","","","","","","","","225","225","225","","","","","",""
"12711424","","","","","","","","","","50","50","50","","","","","",""
"12711760","","","","","","","150","150","150","","","","","","","","",""
"12712064","","","","","","","","","","150","150","150","","","","","",""
"12712320","","","","","","","","","","390","390","390","","","","","",""
"12712960","","","","","","","","","","275","275","275","","","","","",""
"12713728","","","","","","","","","","350","350","350","","","","","",""
"12713856","","","","","","","","","","125","125","125","","","","","",""
"12713952","","","","","","","150","150","150","","","","","","","","",""
"12714496","","","","","","","","","","100","100","100","","","","","",""
"12714976","","","","","","","100","100","100","","","","","","","","",""
"12715232","","","","","","","150","150","150","","","","","","","","",""
"12716528","","","","","","","250","250","250","","","","","","","","",""
"12716672","","","","","","","","","","250","250","250","","","","","",""
"12717824","","","","","","","","","","275","275","275","","","","","",""
"12717904","","","","","","","0","0","0","","","","","","","","",""
"12718144","","","","","","","375","375","375","","","","","","","","",""
"12721040","","","","","","","50","50","50","","","","","","","","",""
"12722240","","","","","","","200","200","200","","","","","","","","",""
"12722304","","","","","","","","","","175","175","175","","","","400","400","400"
"12722944","","","","","","","","","","300","300","300","","","","","",""
"12724352","","","","","","","","","","50","50","50","","","","","",""
"12725120","","","","","","","","","","50","50","50","","","","","",""
"12725776","","","","","","","0","0","0","","","","","","","","",""
"12726400","","","","","","","","","","250","250","250","","","","","",""
"12726816","","","","","","","300","300","300","","","","","","","","",""
"12726880","","","","","","","350","350","350","","","","","","","","",""
"12727936","","","","","","","","","","300","300","300","","","","","",""
"12727968","","","","","","","50","50","50","","","","","","","","",""
"12728320","","","","","","","","","","233.3333282470703","233.3333282470703","233.3333282470703","","","","","",""
"12728592","","","","","","","300","300","300","","","","","","","","",""
"12728960","","","","","","","","","","400","400","400","","","","","",""
"12729216","","","","","","","","","","150","150","150","","","","","",""
"12729600","","","","","","","","","","450","450","450","","","","","",""
"12730624","","","","","","","","","","100","100","100","","","","","",""
"12731840","","","","","","","500","500","500","","","","","","","","",""
"12732032","","","","","","","","","","350","350","350","","","","","",""
"12732160","","","","","","","200","200","200","","","","","","","","",""
"12732416","","","","","","","","","","233.3333282470703","233.3333282470703","233.3333282470703","","","","","",""
"12732800","","","","","","","","","","200","200","200","","","","","",""
"12733264","","","","","","","50","50","50","","","","","","","","",""
"12733824","","","","","","","","","","400","400","400","","","","","",""
"12736128","","","","","","","","","","50","50","50","","","","","",""
"12736384","","","","","","","300","300","300","183.3333282470703","183.3333282470703","183.3333282470703","","","","","",""
"12736896","","","","","","","","","","275","275","275","","","","","",""
"12737360","","","","","","","150","150","150","","","","","","","","",""
"12737536","","","","","","","","","","200","200","200","","","","","",""
"12738560","","","","","","","","","","200","200","200","","","","","",""
"12740224","","","","","","","200","200","200","","","","","","","","",""
"12740608","","","","","","","100","100","100","","","","","","","","",""
"12741504","","","","","","","","","","125","125","125","","","","","",""
"12741520","","","","","","","350","350","350","","","","","","","","",""
"12741760","","","","","","","","","","150","150","150","","","","","",""
"12742048","","","","","","","350","350","350","","","","","","","","",""
"12742784","","","","","","","","","","350","350","350","","","","","",""
"12743296","","","","","","","","","","250","250","250","","","","","",""
"12743936","","","","","","","","","","166.6666717529297","166.6666717529297","166.6666717529297","","","","","",""
"12744064","","","","","","","","","","100","100","100","","","","","",""
"12744320","","","","","","","400","400","400","400","400","400","","","","","",""
"12745472","","","","","","","","","","100","100","100","","","","","",""
"12746368","","","","","","","","","","100","100","100","","","","","",""
"12746496","","","","","","","","","","500","500","500","","","","","",""
"12746864","","","","","","","100","100","100","","","","","","","","",""
"12747664","","","","","","","150","150","150","","","","","","","","",""
"12748064","","","","","","","0","0","0","","","","","","","","",""
"12749040","","","","","","","50","50","50","","","","","","","","",""
"12749696","","","","","","","","","","275","275","275","","","","","",""
"12749824","","","","","","","","","","400","400","400","","","","","",""
"12750176","","","","","","","150","150","150","","","","","","","","",""
"12752000","","","","","","","","","","150","150","150","","","","","",""
"12752432","","","","","","","250","250","250","","","","","","","","",""
"12753664","","","","","","","","","","100","100","100","","","","","",""
"12754736","","","","","","","600","600","600","","","","","","","","",""
"12755456","","","","","","","","","","216.6666717529297","216.6666717529297","216.6666717529297","","","","","",""
"12756400","","","","","","","550","550","550","","","","","","","","",""
"12756480","","","","","","","","","","150","150","150","","","","","",""
"12756736","","","","","","","250","250","250","","","","","","","","",""
"12757376","","","","","","","100","100","100","","","","","","","","",""
"12758272","","","","","","","","","","","","","","","","450","450","450"
"12758400","","","","","","","","","","183.3333282470703","183.3333282470703","183.3333282470703","","","","","",""
"12759040","","","","","","","150","150","150","","","","","","","","",""
"12759280","","","","","","","700","700","700","","","","","","","","",""
"12759984","","","","","","","50","50","50","","","","","","","","",""
"12760288","","","","","","","50","50","50","","","","","","","","",""
"12760448","","","","","","","250","250","250","","","","","","","","",""
"12762496","","","","","","","","","","266.6666564941406","266.6666564941406","266.6666564941406","","","","","",""
"12762720","","","","","","","150","150","150","","","","","","","","",""
"12763008","","","","","","","","","","225","225","225","","","","","",""
"12763488","","","","","","","350","350","350","","","","","","","","",""
"12763648","","","","","","","","","","150","150","150","","","","","",""
"12764192","","","","","","","250","250","250","","","","","","","","",""
"12765040","","","","","","","200","200","200","","","","","","","","",""
"12765056","","","","","","","","","","325","325","325","","","","","",""
"12765328","","","","","","","250","250","250","","","","","","","","",""
"12766464","","","","","","","","","","275","275","275","","","","","",""
"12766672","","","","","","","500","500","500","","","","","","","","",""
"12767328","","","","","","","200","200","200","","","","","","","","",""
"12767360","","","","","","","","","","183.3333282470703","183.3333282470703","183.3333282470703","","","","","",""
"12767648","","","","","","","350","350","350","","","","","","","","",""
"12768304","","","","","","","50","50","50","","","","","","","","",""
"12768512","","","","","","","","","","","","","","","","450","450","450"
"12768896","","","","","","","","","","","","","","","","600","600","600"
"12769200","","","","","","","0","0","0","","","","","","","","",""
"12770176","","","","","","","","","","450","450","450","","","","","",""
"12770816","","","","","","","","","","283.3333435058594","283.3333435058594","283.3333435058594","","","","","",""
"12770864","","","","","","","100","100","100","","","","","","","","",""
"12771072","","","","","","","","","","200","200","200","","","","","",""
"12771280","","","","","","","150","150","150","","","","","","","","",""
"12771584","","","","","","","","","","233.3333282470703","233.3333282470703","233.3333282470703","","","","","",""
"12771840","","","","","","","","","","250","250","250","","","","","",""
"12772608","","","","","","","","","","50","50","50","","","","","",""
"12773376","","","","","","","","","","187.5","187.5","187.5","","","","","",""
"12773888","","","","","","","","","","50","50","50","","","","","",""
"12775760","","","","","","","250","250","250","","","","","","","","",""
"12775936","","","","","","","","","","275","275","275","","","","","",""
"12776240","","","","","","","250","250","250","","","","","","","","",""
"12776448","","","","","","","","","","350","350","350","","","","","",""
"12776496","","","","","","","200","200","200","","","","","","","","",""
"12776704","","","","","","","","","","366.6666564941406","366.6666564941406","366.6666564941406","","","","","",""
"12778224","","","","","","","150","150","150","","","","","","","","",""
"12778752","","","","","","","","","","216.6666717529297","216.6666717529297","216.6666717529297","","","","","",""
"12779776","","","","","","","","","","275","275","275","","","","","",""
"12779856","","","","","","","200","200","200","","","","","","","","",""
"12781568","","","","","","","","","","250","250","250","","","","","",""
"12782592","","","","","","","","","","250","250","250","","","","","",""
"12783296","","","","","","","150","150","150","","","","","","","","",""
"12783616","","","","","","","","","","400","400","400","","","","","",""
"12783744","","","","","","","","","","250","250","250","","","","","",""
"12785280","","","","","","","200","200","200","","","","","","","","",""
"12785408","","","","","","","","","","450","450","450","","","","","",""
"12786256","","","","","","","300","300","300","","","","","","","","",""
"12786544","","","","","","","250","250","250","","","","","","","","",""
"12786560","","","","","","","","","","200","200","200","","","","","",""
"12786944","","","","","","","","","","50","50","50","","","","","",""
"12787072","","","","","","","","","","150","150","150","","","","","",""
"12787584","","","","","","","","","","325","325","325","","","","","",""
"12787712","","","","","","","","","","200","200","200","","","","","",""
"12787840","","","","","","","","","","200","200","200","","","","","",""
"12787984","","","","","","","150","150","150","","","","","","","","",""
"12789504","","","","","","","","","","300","300","300","","","","","",""
"12790000","","","","","","","400","400","400","","","","","","","","",""
"12790144","","","","","","","","","","116.66666412353516","116.66666412353516","116.66666412353516","","","","","",""
"12790400","","","","","","","","","","425","425","425","","","","","",""
"12793264","","","","","","","150","150","150","","","","","","","","",""
"12793776","","","","","","","150","150","150","","","","","","","","",""
"12794160","","","","","","","200","200","200","","","","","","","","",""
"12794240","","","","","","","","","","50","50","50","","","","","",""
"12795136","","","","","","","","","","425","425","425","","","","","",""
"12795392","","","","","","","450","450","450","","","","","","","","",""
"12795776","","","","","","","","","","300","300","300","","","","","",""
"12796144","","","","","","","300","300","300","","","","","","","","",""
"12796160","","","","","","","","","","200","200","200","","","","","",""
"12796400","","","","","","","100","100","100","","","","","","","","",""
"12796800","","","","","","","","","","300","300","300","","","","","",""
"12797632","","","","","","","150","150","150","","","","","","","","",""
"12798464","","","","","","","","","","266.6666564941406","266.6666564941406","266.6666564941406","","","","","",""
"12798832","","","","","","","50","50","50","","","","","","","","",""
"12799104","","","","","","","","","","300","300","300","","","","","",""
"12799184","","","","","","","400","400","400","","","","","","","","",""
"12799232","","","","","","","","","","200","200","200","","","","","",""
"12799248","","","","","","","50","50","50","","","","","","","","",""
"12800992","","","","","","","350","350","350","","","","","","","","",""
"12802432","","","","","","","","","","","","","","","","250","250","250"
"12802640","","","","","","","200","200","200","","","","","","","","",""
"12802848","","","","","","","450","450","450","","","","","","","","",""
"12803072","","","","","","","","","","325","325","325","","","","","",""
"12803200","","","","","","","","","","300","300","300","","","","","",""
"12803328","","","","","","","","","","125","125","125","","","","","",""
"12803456","","","","","","","","","","233.3333282470703","233.3333282470703","233.3333282470703","","","","","",""
"12804224","","","","","","","","","","400","400","400","","","","","",""
"12804352","","","","","","","","","","150","150","150","","","","","",""
"12805888","","","","","","","","","","","","","","","","300","300","300"
"12806096","","","","","","","100","100","100","","","","","","","","",""
"12806112","","","","","","","150","150","150","","","","","","","","",""
"12806912","","","","","","","","","","250","250","250","","","","","",""
"12807808","","","","","","","","","","166.6666717529297","166.6666717529297","166.6666717529297","","","","","",""
"12808064","","","","","","","","","","","","","","","","200","200","200"
"12809088","","","","","","","","","","","","","","","","600","600","600"
"12810240","","","","","","","","","","250","250","250","","","","","",""
"12810608","","","","","","","300","300","300","","","","","","","","",""
"12810624","","","","","","","","","","425","425","425","","","","","",""
"12810880","","","","","","","","","","100","100","100","","","","","",""
"12811088","","","","","","","100","100","100","","","","","","","","",""
"12811264","","","","","","","","","","350","350","350","","","","","",""
"12811440","","","","","","","0","0","0","","","","","","","","",""
"12811664","","","","","","","275","275","275","","","","","","","","",""
"12812544","","","","","","","","","","550","550","550","","","","","",""
"12813056","","","","","","","","","","175","175","175","","","","","",""
"12813760","","","","","","","150","150","150","","","","","","","","",""
"12815120","","","","","","","150","150","150","","","","","","","","",""
"12815232","","","","","","","","","","300","300","300","","","","","",""
"12815344","","","","","","","0","0","0","","","","","","","","",""
"12815360","","","","","","","","","","116.66666412353516","116.66666412353516","116.66666412353516","","","","","",""
"12815616","","","","","","","","","","325","325","325","","","","","",""
"12817232","","","","","","","650","650","650","","","","","","","","",""
"12818304","","","","","","","","","","75","75","75","","","","","",""
"12818704","","","","","","","100","100","100","","","","","","","","",""
"12818944","","","","","","","","","","200","200","200","","","","","",""
"12819328","","","","","","","","","","600","600","600","","","","","",""
"12819408","","","","","","","350","350","350","","","","","","","","",""
"12820048","","","","","","","50","50","50","","","","","","","","",""
"12820864","","","","","","","","","","550","550","550","","","","","",""
"12822016","","","","","","","","","","100","100","100","","","","","",""
"12822592","","","","","","","200","200","200","","","","","","","","",""
"12822976","","","","","","","450","450","450","","","","","","","","",""
"12823120","","","","","","","400","400","400","","","","","","","","",""
"12823424","","","","","","","250","250","250","","","","","","","","",""
"12824576","","","","","","","","","","550","550","550","","","","","",""
"12824704","","","","","","","100","100","100","","","","","","","","",""
"12824832","","","","","","","","","","200","200","200","","","","","",""
"12825344","","","","","","","","","","225","225","225","","","","","",""
"12826208","","","","","","","50","50","50","","","","","","","","",""
"12826304","","","","","","","300","300","300","","","","","","","","",""
"12826752","","","","","","","","","","150","150","150","","","","","",""
"12827008","","","","","","","","","","","","","","","","200","200","200"
"12827776","","","","","","","","","","466.6666564941406","466.6666564941406","466.6666564941406","","","","","",""
"12829824","","","","","","","","","","175","175","175","","","","","",""
"12831168","","","","","","","200","200","200","","","","","","","","",""
"12831216","","","","","","","150","150","150","","","","","","","","",""
"12831392","","","","","","","300","300","300","","","","","","","","",""
"12831488","","","","","","","","","","550","550","550","","","","","",""
"12831680","","","","","","","250","250","250","","","","","","","","",""
"12832896","","","","","","","","","","200","200","200","","","","","",""
"12832992","","","","","","","350","350","350","","","","","","","","",""
"12833296","","","","","","","150","150","150","","","","","","","","",""
"12833808","","","","","","","200","200","200","","","","","","","","",""
"12835456","","","","","","","","","","350","350","350","","","","","",""
"12836992","","","","","","","","","","275","275","275","","","","","",""
"12837120","","","","","","","","","","200","200","200","","","","","",""
"12837248","","","","","","","","","","350","350","350","","","","","",""
"12838352","","","","","","","400","400","400","","","","","","","","",""
"12840576","","","","","","","","","","162.5","162.5","162.5","","","","","",""
"12841984","","","","","","","300","300","300","","","","","","","","",""
"12842752","","","","","","","","","","300","300","300","","","","","",""
"12843632","","","","","","","250","250","250","","","","","","","","",""
"12844288","","","","","","","","","","","","","","","","1050","1050","1050"
"12844416","","","","","","","300","300","300","","","","","","","","",""
"12844800","","","","","","","450","450","450","","","","","","","","",""
"12845104","","","","","","","200","200","200","","","","","","","","",""
"12846256","","","","","","","250","250","250","","","","","","","","",""
"12847104","","","","","","","","","","237.5","237.5","237.5","","","","","",""
"12847744","","","","","","","","","","433.3333435058594","433.3333435058594","433.3333435058594","","","","","",""
"12848160","","","","","","","550","550","550","","","","","","","","",""
"12848752","","","","","","","450","450","450","","","","","","","","",""
"12848944","","","","","","","450","450","450","","","","","","","","",""
"12849536","","","","","","","","","","266.6666564941406","266.6666564941406","266.6666564941406","","","","","",""
"12849760","","","","","","","225","225","225","","","","","","","","",""
"12849920","","","","","","","","","","400","400","400","","","","","",""
"12850048","","","","","","","","","","300","300","300","","","","","",""
"12850544","","","","","","","200","200","200","","","","","","","","",""
"12850864","","","","","","","450","450","450","","","","","","","","",""
"12851216","","","","","","","700","700","700","","","","","","","","",""
"12852224","","","","","","","","","","325","325","325","","","","","",""
"12852352","","","","","","","","","","166.6666717529297","166.6666717529297","166.6666717529297","","","","","",""
"12852368","","","","","","","100","100","100","","","","","","","","",""
"12852624","","","","","","","400","400","400","","","","","","","","",""
"12853248","","","","","","","","","","350","350","350","","","","","",""
"12853504","","","","","","","","","","333.3333435058594","333.3333435058594","333.3333435058594","","","","","",""
"12853808","","","","","","","250","250","250","","","","","","","","",""
